kind,old_id,new_id,old_rel,new_rel
thumb,2018_022,019891b0-3a37-7440-ad89-8259eeff5fde,images/paintings/thumbnails/2018_022_thumb.png,images/paintings/thumbnails/019891b0-3a37-7440-ad89-8259eeff5fde_thumb.png
large,2018_022,019891b0-3a37-7440-ad89-8259eeff5fde,images/paintings/large/2018_022_large.png,images/paintings/large/019891b0-3a37-7440-ad89-8259eeff5fde_large.png
thumb,2018_023,019891b0-3a37-7fad-89ee-a5516c9a43c8,images/paintings/thumbnails/2018_023_thumb.png,images/paintings/thumbnails/019891b0-3a37-7fad-89ee-a5516c9a43c8_thumb.png
large,2018_023,019891b0-3a37-7fad-89ee-a5516c9a43c8,images/paintings/large/2018_023_large.png,images/paintings/large/019891b0-3a37-7fad-89ee-a5516c9a43c8_large.png
thumb,2018_024,019891b0-3a37-722c-b0e5-f7915d09e482,images/paintings/thumbnails/2018_024_thumb.png,images/paintings/thumbnails/019891b0-3a37-722c-b0e5-f7915d09e482_thumb.png
large,2018_024,019891b0-3a37-722c-b0e5-f7915d09e482,images/paintings/large/2018_024_large.png,images/paintings/large/019891b0-3a37-722c-b0e5-f7915d09e482_large.png
thumb,2019_001,019891b0-3a37-7d97-ab6b-25e289ea8b4d,images/paintings/thumbnails/2019_001_thumb.png,images/paintings/thumbnails/019891b0-3a37-7d97-ab6b-25e289ea8b4d_thumb.png
large,2019_001,019891b0-3a37-7d97-ab6b-25e289ea8b4d,images/paintings/large/2019_001_large.png,images/paintings/large/019891b0-3a37-7d97-ab6b-25e289ea8b4d_large.png
thumb,2019_002,019891b0-3a37-729e-8fbe-ed552d93c624,images/paintings/thumbnails/2019_002_thumb.png,images/paintings/thumbnails/019891b0-3a37-729e-8fbe-ed552d93c624_thumb.png
large,2019_002,019891b0-3a37-729e-8fbe-ed552d93c624,images/paintings/large/2019_002_large.png,images/paintings/large/019891b0-3a37-729e-8fbe-ed552d93c624_large.png
thumb,2019_003,019891b0-3a37-7604-8d65-61f0554cfa3a,images/paintings/thumbnails/2019_003_thumb.png,images/paintings/thumbnails/019891b0-3a37-7604-8d65-61f0554cfa3a_thumb.png
large,2019_003,019891b0-3a37-7604-8d65-61f0554cfa3a,images/paintings/large/2019_003_large.png,images/paintings/large/019891b0-3a37-7604-8d65-61f0554cfa3a_large.png
thumb,2020_002,019891b0-3a37-7d92-9ab1-4ba94b048ac7,images/paintings/thumbnails/2020_002_thumb.png,images/paintings/thumbnails/019891b0-3a37-7d92-9ab1-4ba94b048ac7_thumb.png
large,2020_002,019891b0-3a37-7d92-9ab1-4ba94b048ac7,images/paintings/large/2020_002_large.png,images/paintings/large/019891b0-3a37-7d92-9ab1-4ba94b048ac7_large.png
thumb,2020_003,019891b0-3a37-7ce8-8d3f-f9536944374b,images/paintings/thumbnails/2020_003_thumb.png,images/paintings/thumbnails/019891b0-3a37-7ce8-8d3f-f9536944374b_thumb.png
large,2020_003,019891b0-3a37-7ce8-8d3f-f9536944374b,images/paintings/large/2020_003_large.png,images/paintings/large/019891b0-3a37-7ce8-8d3f-f9536944374b_large.png
thumb,2021_001,019891b0-3a37-7505-a9c6-76207d3134a3,images/paintings/thumbnails/2021_001_thumb.png,images/paintings/thumbnails/019891b0-3a37-7505-a9c6-76207d3134a3_thumb.png
large,2021_001,019891b0-3a37-7505-a9c6-76207d3134a3,images/paintings/large/2021_001_large.png,images/paintings/large/019891b0-3a37-7505-a9c6-76207d3134a3_large.png
thumb,2021_002,019891b0-3a37-7c5b-93d2-9f179e762fc8,images/paintings/thumbnails/2021_002_thumb.png,images/paintings/thumbnails/019891b0-3a37-7c5b-93d2-9f179e762fc8_thumb.png
large,2021_002,019891b0-3a37-7c5b-93d2-9f179e762fc8,images/paintings/large/2021_002_large.png,images/paintings/large/019891b0-3a37-7c5b-93d2-9f179e762fc8_large.png
thumb,2021_003,019891b0-3a37-7e41-b36b-1a8d4d776125,images/paintings/thumbnails/2021_003_thumb.png,images/paintings/thumbnails/019891b0-3a37-7e41-b36b-1a8d4d776125_thumb.png
large,2021_003,019891b0-3a37-7e41-b36b-1a8d4d776125,images/paintings/large/2021_003_large.png,images/paintings/large/019891b0-3a37-7e41-b36b-1a8d4d776125_large.png
thumb,2021_009,019891b0-3a37-7969-a654-bf2a7bda0390,images/paintings/thumbnails/2021_009_thumb.png,images/paintings/thumbnails/019891b0-3a37-7969-a654-bf2a7bda0390_thumb.png
large,2021_009,019891b0-3a37-7969-a654-bf2a7bda0390,images/paintings/large/2021_009_large.png,images/paintings/large/019891b0-3a37-7969-a654-bf2a7bda0390_large.png
thumb,2021_010,019891b0-3a37-72bd-acfc-5b2e95746c34,images/paintings/thumbnails/2021_010_thumb.png,images/paintings/thumbnails/019891b0-3a37-72bd-acfc-5b2e95746c34_thumb.png
large,2021_010,019891b0-3a37-72bd-acfc-5b2e95746c34,images/paintings/large/2021_010_large.png,images/paintings/large/019891b0-3a37-72bd-acfc-5b2e95746c34_large.png
thumb,2021_011,019891b0-3a37-7588-ac42-1c87fb23f446,images/paintings/thumbnails/2021_011_thumb.png,images/paintings/thumbnails/019891b0-3a37-7588-ac42-1c87fb23f446_thumb.png
large,2021_011,019891b0-3a37-7588-ac42-1c87fb23f446,images/paintings/large/2021_011_large.png,images/paintings/large/019891b0-3a37-7588-ac42-1c87fb23f446_large.png
thumb,2021_012,019891b0-3a37-7f2d-9893-59bc6ea2193e,images/paintings/thumbnails/2021_012_thumb.png,images/paintings/thumbnails/019891b0-3a37-7f2d-9893-59bc6ea2193e_thumb.png
large,2021_012,019891b0-3a37-7f2d-9893-59bc6ea2193e,images/paintings/large/2021_012_large.png,images/paintings/large/019891b0-3a37-7f2d-9893-59bc6ea2193e_large.png
thumb,2021_013,019891b0-3a37-700c-b048-e888ecadb5b6,images/paintings/thumbnails/2021_013_thumb.png,images/paintings/thumbnails/019891b0-3a37-700c-b048-e888ecadb5b6_thumb.png
large,2021_013,019891b0-3a37-700c-b048-e888ecadb5b6,images/paintings/large/2021_013_large.png,images/paintings/large/019891b0-3a37-700c-b048-e888ecadb5b6_large.png
thumb,2021_015,019891b0-3a37-7c20-bffa-0e26ff62f1dc,images/paintings/thumbnails/2021_015_thumb.png,images/paintings/thumbnails/019891b0-3a37-7c20-bffa-0e26ff62f1dc_thumb.png
large,2021_015,019891b0-3a37-7c20-bffa-0e26ff62f1dc,images/paintings/large/2021_015_large.png,images/paintings/large/019891b0-3a37-7c20-bffa-0e26ff62f1dc_large.png
thumb,2021_016,019891b0-3a37-7550-8a6d-be92e7751c02,images/paintings/thumbnails/2021_016_thumb.png,images/paintings/thumbnails/019891b0-3a37-7550-8a6d-be92e7751c02_thumb.png
large,2021_016,019891b0-3a37-7550-8a6d-be92e7751c02,images/paintings/large/2021_016_large.png,images/paintings/large/019891b0-3a37-7550-8a6d-be92e7751c02_large.png
thumb,2021_017,019891b0-3a37-7c08-b518-2a808d9f49b6,images/paintings/thumbnails/2021_017_thumb.png,images/paintings/thumbnails/019891b0-3a37-7c08-b518-2a808d9f49b6_thumb.png
large,2021_017,019891b0-3a37-7c08-b518-2a808d9f49b6,images/paintings/large/2021_017_large.png,images/paintings/large/019891b0-3a37-7c08-b518-2a808d9f49b6_large.png
thumb,2021_018,019891b0-3a37-736b-bf4f-25dc005a044d,images/paintings/thumbnails/2021_018_thumb.png,images/paintings/thumbnails/019891b0-3a37-736b-bf4f-25dc005a044d_thumb.png
large,2021_018,019891b0-3a37-736b-bf4f-25dc005a044d,images/paintings/large/2021_018_large.png,images/paintings/large/019891b0-3a37-736b-bf4f-25dc005a044d_large.png
thumb,2021_019,019891b0-3a37-72a5-a6fa-90597ae885b7,images/paintings/thumbnails/2021_019_thumb.png,images/paintings/thumbnails/019891b0-3a37-72a5-a6fa-90597ae885b7_thumb.png
large,2021_019,019891b0-3a37-72a5-a6fa-90597ae885b7,images/paintings/large/2021_019_large.png,images/paintings/large/019891b0-3a37-72a5-a6fa-90597ae885b7_large.png
thumb,2021_020,019891b0-3a37-7205-a98e-ffcdb86bcf45,images/paintings/thumbnails/2021_020_thumb.png,images/paintings/thumbnails/019891b0-3a37-7205-a98e-ffcdb86bcf45_thumb.png
large,2021_020,019891b0-3a37-7205-a98e-ffcdb86bcf45,images/paintings/large/2021_020_large.png,images/paintings/large/019891b0-3a37-7205-a98e-ffcdb86bcf45_large.png
thumb,2021_021,019891b0-3a37-7cb0-9ef3-49e51a90747f,images/paintings/thumbnails/2021_021_thumb.png,images/paintings/thumbnails/019891b0-3a37-7cb0-9ef3-49e51a90747f_thumb.png
large,2021_021,019891b0-3a37-7cb0-9ef3-49e51a90747f,images/paintings/large/2021_021_large.png,images/paintings/large/019891b0-3a37-7cb0-9ef3-49e51a90747f_large.png
thumb,2021_022,019891b0-3a37-76b3-b3b9-f22f5e5e78f0,images/paintings/thumbnails/2021_022_thumb.png,images/paintings/thumbnails/019891b0-3a37-76b3-b3b9-f22f5e5e78f0_thumb.png
large,2021_022,019891b0-3a37-76b3-b3b9-f22f5e5e78f0,images/paintings/large/2021_022_large.png,images/paintings/large/019891b0-3a37-76b3-b3b9-f22f5e5e78f0_large.png
thumb,2021_024,019891b0-3a37-7755-8b5a-3c78ee6c2673,images/paintings/thumbnails/2021_024_thumb.png,images/paintings/thumbnails/019891b0-3a37-7755-8b5a-3c78ee6c2673_thumb.png
large,2021_024,019891b0-3a37-7755-8b5a-3c78ee6c2673,images/paintings/large/2021_024_large.png,images/paintings/large/019891b0-3a37-7755-8b5a-3c78ee6c2673_large.png
thumb,2021_028,019891b0-3a37-7598-b897-ce4583f9e905,images/paintings/thumbnails/2021_028_thumb.png,images/paintings/thumbnails/019891b0-3a37-7598-b897-ce4583f9e905_thumb.png
large,2021_028,019891b0-3a37-7598-b897-ce4583f9e905,images/paintings/large/2021_028_large.png,images/paintings/large/019891b0-3a37-7598-b897-ce4583f9e905_large.png
thumb,2021_034,019891b0-3a37-7691-90d5-9da0b6428804,images/paintings/thumbnails/2021_034_thumb.png,images/paintings/thumbnails/019891b0-3a37-7691-90d5-9da0b6428804_thumb.png
large,2021_034,019891b0-3a37-7691-90d5-9da0b6428804,images/paintings/large/2021_034_large.png,images/paintings/large/019891b0-3a37-7691-90d5-9da0b6428804_large.png
thumb,2021_036,019891b0-3a37-7682-bb7a-b7af12f0e710,images/paintings/thumbnails/2021_036_thumb.png,images/paintings/thumbnails/019891b0-3a37-7682-bb7a-b7af12f0e710_thumb.png
large,2021_036,019891b0-3a37-7682-bb7a-b7af12f0e710,images/paintings/large/2021_036_large.png,images/paintings/large/019891b0-3a37-7682-bb7a-b7af12f0e710_large.png
thumb,2022.8_001,019891b0-3a37-79ee-8d7d-84aadf6035a2,images/paintings/thumbnails/2022.8_001_thumb.png,images/paintings/thumbnails/019891b0-3a37-79ee-8d7d-84aadf6035a2_thumb.png
large,2022.8_001,019891b0-3a37-79ee-8d7d-84aadf6035a2,images/paintings/large/2022.8_001_large.png,images/paintings/large/019891b0-3a37-79ee-8d7d-84aadf6035a2_large.png
thumb,2022_001,019891b0-3a37-71b3-bf80-3a848ec9384f,images/paintings/thumbnails/2022_001_thumb.png,images/paintings/thumbnails/019891b0-3a37-71b3-bf80-3a848ec9384f_thumb.png
large,2022_001,019891b0-3a37-71b3-bf80-3a848ec9384f,images/paintings/large/2022_001_large.png,images/paintings/large/019891b0-3a37-71b3-bf80-3a848ec9384f_large.png
thumb,2022_002,019891b0-3a37-77c9-a2c1-eefe2bc2002c,images/paintings/thumbnails/2022_002_thumb.png,images/paintings/thumbnails/019891b0-3a37-77c9-a2c1-eefe2bc2002c_thumb.png
large,2022_002,019891b0-3a37-77c9-a2c1-eefe2bc2002c,images/paintings/large/2022_002_large.png,images/paintings/large/019891b0-3a37-77c9-a2c1-eefe2bc2002c_large.png
thumb,2022_003,019891b0-3a37-79fb-a0ad-1f47e6f21cee,images/paintings/thumbnails/2022_003_thumb.png,images/paintings/thumbnails/019891b0-3a37-79fb-a0ad-1f47e6f21cee_thumb.png
large,2022_003,019891b0-3a37-79fb-a0ad-1f47e6f21cee,images/paintings/large/2022_003_large.png,images/paintings/large/019891b0-3a37-79fb-a0ad-1f47e6f21cee_large.png
thumb,2022_004,019891b0-3a37-7236-b617-76c17120205c,images/paintings/thumbnails/2022_004_thumb.png,images/paintings/thumbnails/019891b0-3a37-7236-b617-76c17120205c_thumb.png
large,2022_004,019891b0-3a37-7236-b617-76c17120205c,images/paintings/large/2022_004_large.png,images/paintings/large/019891b0-3a37-7236-b617-76c17120205c_large.png
thumb,2022_005,019891b0-3a37-7140-8281-dc0dd889cfc0,images/paintings/thumbnails/2022_005_thumb.png,images/paintings/thumbnails/019891b0-3a37-7140-8281-dc0dd889cfc0_thumb.png
large,2022_005,019891b0-3a37-7140-8281-dc0dd889cfc0,images/paintings/large/2022_005_large.png,images/paintings/large/019891b0-3a37-7140-8281-dc0dd889cfc0_large.png
thumb,2022_006,019891b0-3a37-7c76-ab30-007be6c7e88a,images/paintings/thumbnails/2022_006_thumb.png,images/paintings/thumbnails/019891b0-3a37-7c76-ab30-007be6c7e88a_thumb.png
large,2022_006,019891b0-3a37-7c76-ab30-007be6c7e88a,images/paintings/large/2022_006_large.png,images/paintings/large/019891b0-3a37-7c76-ab30-007be6c7e88a_large.png
thumb,2022_007,019891b0-3a37-7cb9-870a-d3dc78efc217,images/paintings/thumbnails/2022_007_thumb.png,images/paintings/thumbnails/019891b0-3a37-7cb9-870a-d3dc78efc217_thumb.png
large,2022_007,019891b0-3a37-7cb9-870a-d3dc78efc217,images/paintings/large/2022_007_large.png,images/paintings/large/019891b0-3a37-7cb9-870a-d3dc78efc217_large.png
thumb,2022_008,019891b0-3a37-7b69-956b-f51801351fb1,images/paintings/thumbnails/2022_008_thumb.png,images/paintings/thumbnails/019891b0-3a37-7b69-956b-f51801351fb1_thumb.png
large,2022_008,019891b0-3a37-7b69-956b-f51801351fb1,images/paintings/large/2022_008_large.png,images/paintings/large/019891b0-3a37-7b69-956b-f51801351fb1_large.png
thumb,2022_009,019891b0-3a37-736e-9090-910a67bf29fa,images/paintings/thumbnails/2022_009_thumb.png,images/paintings/thumbnails/019891b0-3a37-736e-9090-910a67bf29fa_thumb.png
large,2022_009,019891b0-3a37-736e-9090-910a67bf29fa,images/paintings/large/2022_009_large.png,images/paintings/large/019891b0-3a37-736e-9090-910a67bf29fa_large.png
thumb,2022_010,019891b0-3a37-7301-8fac-fbdaf90c5a74,images/paintings/thumbnails/2022_010_thumb.png,images/paintings/thumbnails/019891b0-3a37-7301-8fac-fbdaf90c5a74_thumb.png
large,2022_010,019891b0-3a37-7301-8fac-fbdaf90c5a74,images/paintings/large/2022_010_large.png,images/paintings/large/019891b0-3a37-7301-8fac-fbdaf90c5a74_large.png
thumb,2022_011,019891b0-3a37-7af1-9c91-9df970acaf87,images/paintings/thumbnails/2022_011_thumb.png,images/paintings/thumbnails/019891b0-3a37-7af1-9c91-9df970acaf87_thumb.png
large,2022_011,019891b0-3a37-7af1-9c91-9df970acaf87,images/paintings/large/2022_011_large.png,images/paintings/large/019891b0-3a37-7af1-9c91-9df970acaf87_large.png
thumb,2022_012,019891b0-3a37-739f-9847-0b163e9ee640,images/paintings/thumbnails/2022_012_thumb.png,images/paintings/thumbnails/019891b0-3a37-739f-9847-0b163e9ee640_thumb.png
large,2022_012,019891b0-3a37-739f-9847-0b163e9ee640,images/paintings/large/2022_012_large.png,images/paintings/large/019891b0-3a37-739f-9847-0b163e9ee640_large.png
thumb,2022_013,019891b0-3a37-7e47-8e84-8bfc0ee3ab93,images/paintings/thumbnails/2022_013_thumb.png,images/paintings/thumbnails/019891b0-3a37-7e47-8e84-8bfc0ee3ab93_thumb.png
large,2022_013,019891b0-3a37-7e47-8e84-8bfc0ee3ab93,images/paintings/large/2022_013_large.png,images/paintings/large/019891b0-3a37-7e47-8e84-8bfc0ee3ab93_large.png
thumb,2022_014,019891b0-3a37-7ee4-8bda-59cd39f8fd39,images/paintings/thumbnails/2022_014_thumb.png,images/paintings/thumbnails/019891b0-3a37-7ee4-8bda-59cd39f8fd39_thumb.png
large,2022_014,019891b0-3a37-7ee4-8bda-59cd39f8fd39,images/paintings/large/2022_014_large.png,images/paintings/large/019891b0-3a37-7ee4-8bda-59cd39f8fd39_large.png
thumb,2022_015,019891b0-3a37-768d-9538-b088d04208c7,images/paintings/thumbnails/2022_015_thumb.png,images/paintings/thumbnails/019891b0-3a37-768d-9538-b088d04208c7_thumb.png
large,2022_015,019891b0-3a37-768d-9538-b088d04208c7,images/paintings/large/2022_015_large.png,images/paintings/large/019891b0-3a37-768d-9538-b088d04208c7_large.png
thumb,2022_016,019891b0-3a37-7aea-8059-415341dc4bf2,images/paintings/thumbnails/2022_016_thumb.png,images/paintings/thumbnails/019891b0-3a37-7aea-8059-415341dc4bf2_thumb.png
large,2022_016,019891b0-3a37-7aea-8059-415341dc4bf2,images/paintings/large/2022_016_large.png,images/paintings/large/019891b0-3a37-7aea-8059-415341dc4bf2_large.png
thumb,2022_017,019891b0-3a37-775c-ac51-edc0dc382633,images/paintings/thumbnails/2022_017_thumb.png,images/paintings/thumbnails/019891b0-3a37-775c-ac51-edc0dc382633_thumb.png
large,2022_017,019891b0-3a37-775c-ac51-edc0dc382633,images/paintings/large/2022_017_large.png,images/paintings/large/019891b0-3a37-775c-ac51-edc0dc382633_large.png
thumb,2022_018,019891b0-3a37-7eb0-9dc4-565501afcf81,images/paintings/thumbnails/2022_018_thumb.png,images/paintings/thumbnails/019891b0-3a37-7eb0-9dc4-565501afcf81_thumb.png
large,2022_018,019891b0-3a37-7eb0-9dc4-565501afcf81,images/paintings/large/2022_018_large.png,images/paintings/large/019891b0-3a37-7eb0-9dc4-565501afcf81_large.png
thumb,2022_019,019891b0-3a37-7f60-b4f3-ef8bc19e30e7,images/paintings/thumbnails/2022_019_thumb.png,images/paintings/thumbnails/019891b0-3a37-7f60-b4f3-ef8bc19e30e7_thumb.png
large,2022_019,019891b0-3a37-7f60-b4f3-ef8bc19e30e7,images/paintings/large/2022_019_large.png,images/paintings/large/019891b0-3a37-7f60-b4f3-ef8bc19e30e7_large.png
thumb,2022_020,019891b0-3a37-7ef2-9ead-1eb993b10f35,images/paintings/thumbnails/2022_020_thumb.png,images/paintings/thumbnails/019891b0-3a37-7ef2-9ead-1eb993b10f35_thumb.png
large,2022_020,019891b0-3a37-7ef2-9ead-1eb993b10f35,images/paintings/large/2022_020_large.png,images/paintings/large/019891b0-3a37-7ef2-9ead-1eb993b10f35_large.png
thumb,2022_021,019891b0-3a37-7444-b6a7-13b5a61d1def,images/paintings/thumbnails/2022_021_thumb.png,images/paintings/thumbnails/019891b0-3a37-7444-b6a7-13b5a61d1def_thumb.png
large,2022_021,019891b0-3a37-7444-b6a7-13b5a61d1def,images/paintings/large/2022_021_large.png,images/paintings/large/019891b0-3a37-7444-b6a7-13b5a61d1def_large.png
thumb,2022_022,019891b0-3a37-74f6-ad0d-c76fdc224a6a,images/paintings/thumbnails/2022_022_thumb.png,images/paintings/thumbnails/019891b0-3a37-74f6-ad0d-c76fdc224a6a_thumb.png
large,2022_022,019891b0-3a37-74f6-ad0d-c76fdc224a6a,images/paintings/large/2022_022_large.png,images/paintings/large/019891b0-3a37-74f6-ad0d-c76fdc224a6a_large.png
thumb,2022_023,019891b0-3a37-7f01-b82b-6ac7bda9548c,images/paintings/thumbnails/2022_023_thumb.png,images/paintings/thumbnails/019891b0-3a37-7f01-b82b-6ac7bda9548c_thumb.png
large,2022_023,019891b0-3a37-7f01-b82b-6ac7bda9548c,images/paintings/large/2022_023_large.png,images/paintings/large/019891b0-3a37-7f01-b82b-6ac7bda9548c_large.png
thumb,2022_024,019891b0-3a37-75f8-80ee-ebf8c4b45153,images/paintings/thumbnails/2022_024_thumb.png,images/paintings/thumbnails/019891b0-3a37-75f8-80ee-ebf8c4b45153_thumb.png
large,2022_024,019891b0-3a37-75f8-80ee-ebf8c4b45153,images/paintings/large/2022_024_large.png,images/paintings/large/019891b0-3a37-75f8-80ee-ebf8c4b45153_large.png
thumb,2022_025,019891b0-3a37-7e64-bf15-4c0322234239,images/paintings/thumbnails/2022_025_thumb.png,images/paintings/thumbnails/019891b0-3a37-7e64-bf15-4c0322234239_thumb.png
large,2022_025,019891b0-3a37-7e64-bf15-4c0322234239,images/paintings/large/2022_025_large.png,images/paintings/large/019891b0-3a37-7e64-bf15-4c0322234239_large.png
thumb,2022_026,019891b0-3a37-7647-b26d-4f44ac9428be,images/paintings/thumbnails/2022_026_thumb.png,images/paintings/thumbnails/019891b0-3a37-7647-b26d-4f44ac9428be_thumb.png
large,2022_026,019891b0-3a37-7647-b26d-4f44ac9428be,images/paintings/large/2022_026_large.png,images/paintings/large/019891b0-3a37-7647-b26d-4f44ac9428be_large.png
thumb,2022_027,019891b0-3a37-7969-834f-a04ce7b773ca,images/paintings/thumbnails/2022_027_thumb.png,images/paintings/thumbnails/019891b0-3a37-7969-834f-a04ce7b773ca_thumb.png
large,2022_027,019891b0-3a37-7969-834f-a04ce7b773ca,images/paintings/large/2022_027_large.png,images/paintings/large/019891b0-3a37-7969-834f-a04ce7b773ca_large.png
thumb,2022_028,019891b0-3a37-738e-b196-3779b8e552b9,images/paintings/thumbnails/2022_028_thumb.png,images/paintings/thumbnails/019891b0-3a37-738e-b196-3779b8e552b9_thumb.png
large,2022_028,019891b0-3a37-738e-b196-3779b8e552b9,images/paintings/large/2022_028_large.png,images/paintings/large/019891b0-3a37-738e-b196-3779b8e552b9_large.png
thumb,2022_029,019891b0-3a37-76c1-b07b-81273ab74c9c,images/paintings/thumbnails/2022_029_thumb.png,images/paintings/thumbnails/019891b0-3a37-76c1-b07b-81273ab74c9c_thumb.png
large,2022_029,019891b0-3a37-76c1-b07b-81273ab74c9c,images/paintings/large/2022_029_large.png,images/paintings/large/019891b0-3a37-76c1-b07b-81273ab74c9c_large.png
thumb,2022_030,019891b0-3a37-74b3-abdc-28b0a23642ce,images/paintings/thumbnails/2022_030_thumb.png,images/paintings/thumbnails/019891b0-3a37-74b3-abdc-28b0a23642ce_thumb.png
large,2022_030,019891b0-3a37-74b3-abdc-28b0a23642ce,images/paintings/large/2022_030_large.png,images/paintings/large/019891b0-3a37-74b3-abdc-28b0a23642ce_large.png
thumb,2022_031,019891b0-3a37-78e7-804a-8c93552ad21a,images/paintings/thumbnails/2022_031_thumb.png,images/paintings/thumbnails/019891b0-3a37-78e7-804a-8c93552ad21a_thumb.png
large,2022_031,019891b0-3a37-78e7-804a-8c93552ad21a,images/paintings/large/2022_031_large.png,images/paintings/large/019891b0-3a37-78e7-804a-8c93552ad21a_large.png
thumb,2022_032,019891b0-3a37-768b-915a-ad653914f070,images/paintings/thumbnails/2022_032_thumb.png,images/paintings/thumbnails/019891b0-3a37-768b-915a-ad653914f070_thumb.png
large,2022_032,019891b0-3a37-768b-915a-ad653914f070,images/paintings/large/2022_032_large.png,images/paintings/large/019891b0-3a37-768b-915a-ad653914f070_large.png
thumb,2022_034,019891b0-3a37-7148-b7cc-e6309b53f225,images/paintings/thumbnails/2022_034_thumb.png,images/paintings/thumbnails/019891b0-3a37-7148-b7cc-e6309b53f225_thumb.png
large,2022_034,019891b0-3a37-7148-b7cc-e6309b53f225,images/paintings/large/2022_034_large.png,images/paintings/large/019891b0-3a37-7148-b7cc-e6309b53f225_large.png
thumb,2022_035,019891b0-3a37-7d71-82fa-737fea99507f,images/paintings/thumbnails/2022_035_thumb.png,images/paintings/thumbnails/019891b0-3a37-7d71-82fa-737fea99507f_thumb.png
